Year,Country Code,Value,Variable
2007,AUS,45354.018,"Gross domestic product per capita, constant prices"
2008,AUS,45522.915,"Gross domestic product per capita, constant prices"
2009,AUS,45590.478,"Gross domestic product per capita, constant prices"
2010,AUS,46055.962,"Gross domestic product per capita, constant prices"
2011,AUS,46596.854,"Gross domestic product per capita, constant prices"
2012,AUS,47510.634,"Gross domestic product per capita, constant prices"
2013,AUS,47800.108,"Gross domestic product per capita, constant prices"
2014,AUS,48325.632,"Gross domestic product per capita, constant prices"
2015,AUS,48750.662,"Gross domestic product per capita, constant prices"
2016,AUS,49254.076,"Gross domestic product per capita, constant prices"
2017,AUS,49684.176,"Gross domestic product per capita, constant prices"
2018,AUS,50312.983,"Gross domestic product per capita, constant prices"
2019,AUS,50474.874,"Gross domestic product per capita, constant prices"
2020,AUS,49187.756,"Gross domestic product per capita, constant prices"
2021,AUS,51636.254,"Gross domestic product per capita, constant prices"
2022,AUS,52517.168,"Gross domestic product per capita, constant prices"
2023,AUS,52965.194,"Gross domestic product per capita, constant prices"
2024,AUS,53206.702,"Gross domestic product per capita, constant prices"
2025,AUS,53757.428,"Gross domestic product per capita, constant prices"
2026,AUS,54369.352,"Gross domestic product per capita, constant prices"
2027,AUS,55016.423,"Gross domestic product per capita, constant prices"
2028,AUS,55687.724,"Gross domestic product per capita, constant prices"
2029,AUS,56381.1,"Gross domestic product per capita, constant prices"
1980,AUT,31396.312,"Gross domestic product per capita, constant prices"
1981,AUT,31302.062,"Gross domestic product per capita, constant prices"
1982,AUT,31859.236,"Gross domestic product per capita, constant prices"
1983,AUT,32849.422,"Gross domestic product per capita, constant prices"
1984,AUT,32954.861,"Gross domestic product per capita, constant prices"
1985,AUT,33671.423,"Gross domestic product per capita, constant prices"
1986,AUT,34423.525,"Gross domestic product per capita, constant prices"
1987,AUT,34955.363,"Gross domestic product per capita, constant prices"
1988,AUT,35246.433,"Gross domestic product per capita, constant prices"
1989,AUT,36529.7,"Gross domestic product per capita, constant prices"
1990,AUT,37865.356,"Gross domestic product per capita, constant prices"
1991,AUT,38832.777,"Gross domestic product per capita, constant prices"
1992,AUT,39198.402,"Gross domestic product per capita, constant prices"
1993,AUT,38986.984,"Gross domestic product per capita, constant prices"
1994,AUT,39690.866,"Gross domestic product per capita, constant prices"
1995,AUT,40649.438,"Gross domestic product per capita, constant prices"
1996,AUT,41568.168,"Gross domestic product per capita, constant prices"
1997,AUT,42390.358,"Gross domestic product per capita, constant prices"
1998,AUT,43860.384,"Gross domestic product per capita, constant prices"
1999,AUT,45331.944,"Gross domestic product per capita, constant prices"
2000,AUT,46749.66,"Gross domestic product per capita, constant prices"
2001,AUT,47161.193,"Gross domestic product per capita, constant prices"
2002,AUT,47703.821,"Gross domestic product per capita, constant prices"
2003,AUT,47938.683,"Gross domestic product per capita, constant prices"
2004,AUT,48941.204,"Gross domestic product per capita, constant prices"
2005,AUT,49699.773,"Gross domestic product per capita, constant prices"
2006,AUT,51151.093,"Gross domestic product per capita, constant prices"
2007,AUT,52883.456,"Gross domestic product per capita, constant prices"
2008,AUT,53485.895,"Gross domestic product per capita, constant prices"
2009,AUT,51349.287,"Gross domestic product per capita, constant prices"
2010,AUT,52170.135,"Gross domestic product per capita, constant prices"
2011,AUT,53519.165,"Gross domestic product per capita, constant prices"
2012,AUT,53641.755,"Gross domestic product per capita, constant prices"
2013,AUT,53333.179,"Gross domestic product per capita, constant prices"
2014,AUT,53266.72,"Gross domestic product per capita, constant prices"
2015,AUT,53273.465,"Gross domestic product per capita, constant prices"
2016,AUT,53647.676,"Gross domestic product per capita, constant prices"
2017,AUT,54393.569,"Gross domestic product per capita, constant prices"
2018,AUT,55274.189,"Gross domestic product per capita, constant prices"
2019,AUT,56239.228,"Gross domestic product per capita, constant prices"
2020,AUT,52259.939,"Gross domestic product per capita, constant prices"
2021,AUT,54285.588,"Gross domestic product per capita, constant prices"
2022,AUT,56601.457,"Gross domestic product per capita, constant prices"
2023,AUT,55398.777,"Gross domestic product per capita, constant prices"
2024,AUT,55469.659,"Gross domestic product per capita, constant prices"
2025,AUT,56207.957,"Gross domestic product per capita, constant prices"
2026,AUT,56829.725,"Gross domestic product per capita, constant prices"
2027,AUT,57256.866,"Gross domestic product per capita, constant prices"
2028,AUT,57601.108,"Gross domestic product per capita, constant prices"
2029,AUT,57966.235,"Gross domestic product per capita, constant prices"
1980,AZE,,"Gross domestic product per capita, constant prices"
1981,AZE,,"Gross domestic product per capita, constant prices"
1982,AZE,,"Gross domestic product per capita, constant prices"
1983,AZE,,"Gross domestic product per capita, constant prices"
1984,AZE,,"Gross domestic product per capita, constant prices"
1985,AZE,,"Gross domestic product per capita, constant prices"
1986,AZE,,"Gross domestic product per capita, constant prices"
1987,AZE,,"Gross domestic product per capita, constant prices"
1988,AZE,,"Gross domestic product per capita, constant prices"
1989,AZE,,"Gross domestic product per capita, constant prices"
1990,AZE,,"Gross domestic product per capita, constant prices"
1991,AZE,,"Gross domestic product per capita, constant prices"
1992,AZE,5993.686,"Gross domestic product per capita, constant prices"
1993,AZE,4591.879,"Gross domestic product per capita, constant prices"
1994,AZE,3635.111,"Gross domestic product per capita, constant prices"
1995,AZE,3142.325,"Gross domestic product per capita, constant prices"
1996,AZE,3187.366,"Gross domestic product per capita, constant prices"
1997,AZE,3437.781,"Gross domestic product per capita, constant prices"
1998,AZE,3608.718,"Gross domestic product per capita, constant prices"
1999,AZE,3981.195,"Gross domestic product per capita, constant prices"
2000,AZE,4187.305,"Gross domestic product per capita, constant prices"
2001,AZE,4414.089,"Gross domestic product per capita, constant prices"
2002,AZE,4785.263,"Gross domestic product per capita, constant prices"
2003,AZE,5224.139,"Gross domestic product per capita, constant prices"
2004,AZE,5652.95,"Gross domestic product per capita, constant prices"
2005,AZE,7062.181,"Gross domestic product per capita, constant prices"
2006,AZE,9378.891,"Gross domestic product per capita, constant prices"
2007,AZE,11570.746,"Gross domestic product per capita, constant prices"
2008,AZE,12651.511,"Gross domestic product per capita, constant prices"
2009,AZE,13601.497,"Gross domestic product per capita, constant prices"
2010,AZE,14162.525,"Gross domestic product per capita, constant prices"
2011,AZE,13999.772,"Gross domestic product per capita, constant prices"
2012,AZE,14116.062,"Gross domestic product per capita, constant prices"
2013,AZE,14747.223,"Gross domestic product per capita, constant prices"
2014,AZE,14962.347,"Gross domestic product per capita, constant prices"
2015,AZE,14941.15,"Gross domestic product per capita, constant prices"
2016,AZE,14315.678,"Gross domestic product per capita, constant prices"
2017,AZE,14184.792,"Gross domestic product per capita, constant prices"
2018,AZE,14265.254,"Gross domestic product per capita, constant prices"
2019,AZE,14541.29,"Gross domestic product per capita, constant prices"
2020,AZE,13898.583,"Gross domestic product per capita, constant prices"
2021,AZE,14602.909,"Gross domestic product per capita, constant prices"
2022,AZE,15214.765,"Gross domestic product per capita, constant prices"
2023,AZE,15199.73,"Gross domestic product per capita, constant prices"
2024,AZE,15434.584,"Gross domestic product per capita, constant prices"
2025,AZE,15604.861,"Gross domestic product per capita, constant prices"
2026,AZE,15778.897,"Gross domestic product per capita, constant prices"
2027,AZE,15958.146,"Gross domestic product per capita, constant prices"
2028,AZE,16139.99,"Gross domestic product per capita, constant prices"
2029,AZE,16335.276,"Gross domestic product per capita, constant prices"
1980,BHS,33683.38,"Gross domestic product per capita, constant prices"
1981,BHS,32095.224,"Gross domestic product per capita, constant prices"
1982,BHS,33338.291,"Gross domestic product per capita, constant prices"
1983,BHS,34810.532,"Gross domestic product per capita, constant prices"
1984,BHS,34867.69,"Gross domestic product per capita, constant prices"
1985,BHS,35827.906,"Gross domestic product per capita, constant prices"
1986,BHS,36136.388,"Gross domestic product per capita, constant prices"
1987,BHS,36848.738,"Gross domestic product per capita, constant prices"
1988,BHS,36910.738,"Gross domestic product per capita, constant prices"
1989,BHS,37123.284,"Gross domestic product per capita, constant prices"
1990,BHS,36892.104,"Gross domestic product per capita, constant prices"
1991,BHS,34751.592,"Gross domestic product per capita, constant prices"
1992,BHS,32850.655,"Gross domestic product per capita, constant prices"
1993,BHS,32388.327,"Gross domestic product per capita, constant prices"
1994,BHS,32836.96,"Gross domestic product per capita, constant prices"
1995,BHS,33579.875,"Gross domestic product per capita, constant prices"
1996,BHS,34406.04,"Gross domestic product per capita, constant prices"
1997,BHS,35506.752,"Gross domestic product per capita, constant prices"
1998,BHS,36573.61,"Gross domestic product per capita, constant prices"
1999,BHS,38556.834,"Gross domestic product per capita, constant prices"
2000,BHS,39421.137,"Gross domestic product per capita, constant prices"
2001,BHS,39828.481,"Gross domestic product per capita, constant prices"
2002,BHS,40280.708,"Gross domestic product per capita, constant prices"
2003,BHS,39172.749,"Gross domestic product per capita, constant prices"
2004,BHS,38932.71,"Gross domestic product per capita, constant prices"
2005,BHS,39666.504,"Gross domestic product per capita, constant prices"
2006,BHS,40079.335,"Gross domestic product per capita, constant prices"
2007,BHS,40081.963,"Gross domestic product per capita, constant prices"
2008,BHS,38602.55,"Gross domestic product per capita, constant prices"
2009,BHS,36480.221,"Gross domestic product per capita, constant prices"
2010,BHS,36537.253,"Gross domestic product per capita, constant prices"
2011,BHS,36392.677,"Gross domestic product per capita, constant prices"
2012,BHS,37289.896,"Gross domestic product per capita, constant prices"
2013,BHS,35859.276,"Gross domestic product per capita, constant prices"
2014,BHS,36153.398,"Gross domestic product per capita, constant prices"
2015,BHS,36143.364,"Gross domestic product per capita, constant prices"
2016,BHS,35501.621,"Gross domestic product per capita, constant prices"
2017,BHS,36023.401,"Gross domestic product per capita, constant prices"
2018,BHS,36689.704,"Gross domestic product per capita, constant prices"
